query,doc_id,score
Histrorical,page_43.html,0.34307848495716414
Histrorical,page_51.html,0.14845372316055458
Histrorical,page_45.html,0.14669069398659795
Histrorical,page_52.html,0.14513311682595884
Histrorical,page_50.html,0.14506680024178376
